Text,Score,Suggestion
درود با اینکه شخصا با این نوع وسیله حالا هر برندی مخالفم ولی جهت ویلا و کاربرد خاص آن خرید انجام شد  نخست پاناسونیک به استفاده آسان شناخته شده است و این وسیله نیز از این قاعده مستثنی نیست  وجود سنسور های هوشمند پخت و گرم کردن غذای از پیش پخته شده آسان کرده  صدای کارکرد آن آزار دهنده نیست ولی کم هم نیست البته کلا هر چه دیدم این صدای ووووو شبیه فن هیتر ها دارند بخصوص اگر ماکرو درون جایگاه های از پیش تعیین شده مربعی کابینت قرار بدین این صدا بیشتر هم خواهد بود  تنها یک مدل مولینکس فرانسوی از این مدل صدای کمتری داشت و آن هم به بهای منوی طبخ غذا سخت و گیج کننده     با توجه به ظرفیت 31 لیتری و توان پخت و گریل 1000 واتی بهترین گزینه در این بازه قیمتی است  برای فعال سازی گارانتی کد نمایندگی و کد برچسب بساب  باید پیامک شود هرچند کد نمایندگی برای بنده مخدوش بود  ,68,2
سلام وتبریک سال نو خدمت مدیریت محترم ودوستان عزیز دیجی کالا با تشکر از زحمات شما  در مورد نقد  وسایل صوتی و تصویری از طرف دیجی کالای عزیزدرخواست می کنم که 1 لطفا حتما از نمای پشتی دستگاه که نشان دهنده درگاه های ورودی و خروجی دسنگاه می باشد هم عکس بگذارید مهم   2  همانطور که همه می دانیم بسیاری از فانکشن های اینگونه دستگاه ها روی ریموت  این دستگاه ها هستند لطفا حتما دوستان عکس ریموت دستگاه را نیز بگذارند مهم   3 اگر فایل پی دی اف راهنمای دستگاه هم به صورت قابل دانلود ضمیمه بررسی باشد باز مثل همیشه دیجی کالای عزیز بالاتر از هر سایت مشابه خارجی قرار خواهد گرفت    ,76,1
بزرگترین عیبش اینه که نمایشگر نداره و اصلا متوجه نمیشیم که دستگاه در چه وضعیتیه  خیلی جالبه    ,56,3
خیلی خوب است ,92,1
کیفیت صداش پایینه  هدفونی سامسونگ هم کیفیت صداش بهتره و هم ارزونتره ,32,3
من برای زبان گوش دادن خریدم و راضی هستم از صداش ولی در پخش موسیقی به نظرم  میشه روی سایر برند ها فکر کرد کلا کیفیت صدا متوسط ضمن اینکه خیلی بیش از حد کوچیکه و توی گوش فرو میره و لاله گوش رو اذیت میکنه ,40,2
با توجه به قیمتش از کیفیت صدای خوبش تعجب کردم ,64,1
برای بار دوم هست که از هدفون های تو گوشی پاناسونیک استفاده میکنم  دفعه پیش هم از دیجی خرید کردم  با وجود اینکه پاناسونیک به صورت حرفه ای در این زمینه فعالیت نکرده ولی واقعا هدفون های تو گوشی خیلی خوبی تولید کرده  کیفیت پخش اهنگ این مدل در صورت تنظیم موزیک پلیر گوشی یا لپ تاپ بسیار خوب هست  واقعا باس خوبی داره  وضوح صدا بالاس و اصلا اذیت نمیکنه  از لحاظ ارگونومی هم خیلی خوب تو گوش جا میگیره  سه جفت سری داره که با تعویض اونا میتونید متناسب با اندازه گوشتون استفاده کنید  صدای میکروفون خوبی داره  صدا رو خوب انتقال میده  هدفون وان مور  پیستون فیت رو استفاده میکردم همیشه مشکل انتقال صدا داشتم  طرف مقابل گاهی وقتا از ضعیف شدن صدام گلایه میکرد  این کالا رو وقتی تخفیف خورده بود خریدم قیمت تخفیف خورده اش نسبت به هم رده های قیمتی واقعا ارزش خرید داره  اصلا شک نکیند  در حالت قیمت واقعیش هم همچنان ارزش خرید داره چون واقعا کیفیت پخش بسیار بالایی داره   تنها مشکلش کیفیت نه چندان بالای سیم و پلاستیک هستش  ولی این قضیه باعث خرابی زودهنگام این هدفون نمیشه  چون دقیقا مدل قبلی رو با اینکه ارزونتر خریده بودم  خیلی ازش استفاده میکردم  مدام به صورت مچالهتوی جیبم لای کلید هام بود  خیلی سخت ازش کار کشیدم و نسبت بهش حساسیتی نداشتم  دو سال و نیم بدون مشکل کار کرد و بالاخره بعد از دو سال و نیم ارتباط یکی از هدفون ها قطع شد  پس نگران ظاهر ضعیفش نباشید  ,76,1
بنظرم تو این رنج قیمت بهترینه بعد از یکسال استفاده ,60,1
واقعا عالی هستش من که از  خریدم واقعا راضیم ,88,1
به پیروی از نظر دوست قبلیمون در کل صدای بدی نداری ولی برای موزیک دوستا یه چیز بگم داداش تا اینجا داری خرج میکنی یه کم بیشتر خرج کن یه مارک مربوط به صنعت صدا کا خوب جواب گرفته بین اطرافیانت بخر که بعدا پشیمون نشی من تودم jbl رو پیشنهاد می کنم داخل همین دیجی کالا هم هست اگر تموم نشده باشه کابلش تخت برند صنعت صدا و غیره و غیره ,8,3
فوقالعادس هم راحته میکروفونشم خوبه ولی اگه برای ps4 یا xbox one میخواین حتما بخرید برای اهنگ گوش کردن هم خوبه و صدا شفافه ولی اگر برای اهنگ گوش دادن حرفه ای میخواید زیاد پیشننهاد نمیکنم بیشتر هزینه کنید من که راضیم ,80,1
این هدفون از لحاظ کیفیت و شفافیت صدا بسیار خوب هستش ولی قدرت صدای بالا که انتظارش رو داری رو نداره و کمی بیشتر باید ولوم صدا رو زیاد کنی   در مجموع هدفون خوب و قابل قبولی هست ,80,1
من یکی خریدم و خوشم اومد و الان دارم یکی دیگه میخرپ برای مادرم ,100,1
من بخاطر گوشم مجبورم از هدفون های bone conduction technology استفاده کنم و این هدفون تنها گزینه ای بود که در  ایران تونستم پیدا کنم و با اینکه می دونستم این هدفون صدای کمی داره بازم بخاطر شرایط گوشم تنها گزینه من بود  خیلی سعی کردم باهاش کنار بیام ولی واقعا حجم صدا خیلی کمه بطوریکه هنگام دویدن در یک خیابون خیلی خلوت  وقتی یک ماشین از 20 متری شما رد می شه دیگه نمی تونید صدای موزیک رو بشنوید  اگرچه این هدفون زیبا و سبکه ولی به درد موسیقی گوش کردن نمی خوره  روی جعبه نوشته مخصوص آیفون و آیپد و گوشی من آیفون 6 بود و صدا خیلی کم بود  رو Laptop هم تست کردم و بازم مشکل صدا باقی بود  تکنولوژی bone conduction مال سال 2008 عه ولی هنوز یک هدفون خوب تو ایران نیست خلاصه  نخرید ,44,3
با اینکه تو راهنماش نوشته با پخش کننده های غیر آیفون و آیپاد ممکنه صداش ضعیف باشه ولی من دقیقا با آیفون 6 اس استفاده میکنم و در بیشترین حالت هم صدا کمه  از صداش نمیشه لذت برد یا تو محیط شلوغ استفاده کرد  برا یه دفتر کار که ممکنه هر لحظه آدم رو صدا کنن خوبه که تو پس زمینه کار موسیقی هم گوش کرد  ,60,2
زیاد راضی نیستم ,60,2
هنوز دستم نرسیده امیدوارم خوب باشه ,60,2
من پیشنهاد میکنم بخرید زیبایی نداره ولی قویه ,76,1
عالی است  قدرت بالایی دارد   ,92,1
من یکهفته است این دستگاه رو خریداری کردم و 3 بار استفاده کردم  باید بگم اون چیزی نیست که فکرش رو میکردم  پارچ مخلوط کنش درست روی دستگاه چفت نمیشه و لقی داره  آسیاب کنش هم درست مواد رو آسیاب نکرد  ,52,2
بعد از دو سال استفاده کف اتو چون سرامیکی هست با یه ضربه لب پر شد ,88,1
درباره دستگاه واقعا همه چی تمومه البته هنوز به دستم نرسیده و لی تحقیقاتی که انجام دادم فهمیدم جزو بهترینهاست اما دوستان بنده امروز یعنی تاریخ 1396 10 18 قرار بوده بین ساعت 8 صبح تا 15 بعدازظهر برسه بهم تا ساعت 15 صبر کردم دیدم خبری نشده زنگ زدم خیلی راحت میگن ساعت 19 غروب بهتون تحویل میشه پیگیر شدم شکایتم رو مطرح کنم میگه دوستان ما پاسخ نمیدن ایمیل بزنید بهمون خلاصه که انگار نه انگار قبلن واقعا دیجی کالا منظم بود ولی متاسفانه الان یک درصدم به تعهداتش پایبند نیست بعد میگن چرا تجارت الکترونیک رونق نمی گیره این که دیجی کالاست اینه وای به حال تازه کاراش واقعا متاسفم ,60,1
با سلام  یه پیشنهاد میکنم بهتون   اگر دیدن محصولی کامنت نداره میتونید برید توی سایت آمازون و نقد و بررسی های کاربران رو بخونید و بعدا تصمیم بگیرید  هدفون خوبیه   هم استایت خوبی داره هم با هر کله ای خوب سِت میشه  صدا و شفافیت خوبی داره  با توجه به قیمتش که من تو شگفت انگیز خریدم 280 واقعا میارزه  من که راضی ام  ,88,1
لرزش و حرکت زیاد این دستگاه آزار دهنده است  ,64,3
اب میوه رو کامل نمیگیره تفاله ها به جای اینکه داخل سطل بره اطراف تیغه جمع میشه بعد از اب گیری به خاطر متعلقات زیادش شستن اون خیلی دردسر داره مخصوصا قسمت اصلی اب میوه گیری که متاسفانه اصلا از هم جدا نمیشه  ,60,3
ما قبلا یک آبمیوه گیری قدیمی ناسیونال داشتیم تقریبا پانزده سال استفاده کردیم  وقتی اینو خریدم انتظار داشتم که خیلی از قبلی بهتر باشه  چون قبلی خیلی صداش زیاد بود و کمی هم شکستگی داشت  اما تفاوت چندانی با آبمیوه گیری پانزده سال پیش نداشت  حتی تفاله ها هم خشک نبود و انتظار من این بود که تفاله ها خشک تر از قبلی باشه و صداش هم اصلا کمتر نبود  همچنان صدای بلندی تولید می کنه  تازه پس از استفاده باید قطعات بیشتری رو بشوریم که قبلی بهتر بود به نظرم  در کل فقط ظاهرش نو و تمیز بود وگرنه من تفاوتی با آبمیوه گیری قبلی مون ندیدم  انطوری که انتظار داشتم اصلا نبود  دیگه خودتون قضاوت کنید و تصمیم بگیرید که بخرید یا نه ,44,2
با سلام من مدتی که این آبمیوه گیری رو خریدم با توجه به قیمت ش و ظاهر زیبا  و نظرات کاربران انتخاب کردم اما واقعیتش اینه که خوب آب میوه رو نمیگیره   ,60,3
حتما بخرید ,80,1
وقتی مشخصات دستگاه رو تو دیجی کالا دیدم 400وات نوشته در صورتی که روی دستگاه بسیار  کمتر میباشد ضعیف بودن دستگاه کاملا مشخصه وقتی با دستگاه پاناسونیک مدل MJ M176  مقایسه میکنم که 400واته از دیجی کالا میخوام توانهارو درست درج کنه چرا که پارامتر بسیار مهم در تصمیم و خریده ,60,2
دو سال هست که خریدم از دیجی کالا واقعا عالی هست اسیابش واقعا عالی عمل میکنه و مخلوط کن قوی و باکیفیت هست ,92,1
ممنون از دیجی همین الان به دستم رسید فقط ساخت کشور چین هستش که تو مشخصات ننوشته بودین ,76,1
من یکسال این محصول رو دارم و توی شگفت انگیز خریدم  منتظرم دوباره شگفت انگیز بشه و یکی دیگه واسه کافی شاپم بخرم ,100,1
تنها ایراد این جارو نبود کنترل روی دسته و اینکه لوله جارو جم و بسته نمیشه وگرنه از هر لحاظ عالی هستش ,68,2
آدم واقعاً هنگام اتو باهاش لذت می بره  انقدر قشنگ رو لباس سر می خوره و با همون سرعت لباس اتو میشه که نگو  دوستش دارم خیلی  خدا کنه حالا حالا برام کار کنه ,100,1
همه چیزش خوبه الا رنگش  ,92,1
در مجموع راضی هستم و خریدش را پیشنهاد میکنم ,76,1
موتور این جاروبرقی بسیار قدرتمند است   ,96,1
وزن بسیار زیادی دارد و اینکه درجه تنظیم حرارت برای انواع مختلف پارچه را ندارد ,64,2
کیفیت ساخت و متریال بسیار عالی ,100,1
5روز هست که به دستم رسیده عالی هستش از هر لحاظ مکش فوق العاده خوبی داره صداش هم خوب هست به نظرم در خریدش شک نکنید بهترین جارو برقی هست تو این رنج قیمت ,100,1
سلام من چند روز پیش این دستگاه رو خریدم و خیلی ازش راضی هستم  قدرت خیلی خوبه داره و من مشکلی باهاش ندارم  فقط اگر می خواهید چرخش معکوس رو فعال کنید باید صبر بدید تا کاملا از حرکت بایسته والا ممکنه جرقا بزنه در ضمن جلوه خیلی زیبایی داره به خاطر قطعات براقی که داره و در آشپزخانه خیلی قشنگ و شیک هست در عین حال که کاراییش هم خوب هست کسانی که علاقمند به خرید کالای ایرانی هستند این هم به نوعی در ایران ساخته شده و روش نوشته Iran   Japan ازش راضیم ,88,1
تو شگفت انگیز خریدم  نسبت به قیمتش خوب هست  رادیو ضعیفی داره  میدرنج هم ضعیفه ,60,1
در کل خوبه برا فضا های کوچک و مهمونی های جمع و جو خوبه  برنامه max juke هم باهاش تقریبا همه کار میشه کرد در کل خوبه و کار راه اندازه نمیشه گفت سیستم خیلی شاخیه ولی در استفاده معمولی و خودمونی خیلی خوبه  ,76,1
عالی و به صرفه ,100,1
سلام چند روزی هست که به دستم رسیده هم زیباست و هم کارایی بالایی داره صداش هم خیلی کمه کلا مارک پاناسونیک بهترین ممنون از دی جی کالا ,100,1
آبمیوه گیری کم صدایی است  قطعاتش به راحتی قابل جداکردن و شستشو هستند  ساخت مالزی است  قطر دهانه ش کمی کوچک است که حتما نیاز است قطعات میوه را خرد کنید  مثلا سیب را باید چهارقاچ کرد   دستگاهی که تهیه کردم تا ماه ژولای 2019 گارانتی آژند سرویس دارد  ,88,1
بنده چندتا هدفون و ایرفون متوسط دارم که این مدل از همشون ارزونتر بود و من دوتاشو خریدم ک یکیش رو هدیه دادم وحسابی روشون باز نکرده بودم بخاطر ظاهرش ک بنظر بدرد نخور بود که بعد از اینکه یکروز اتفاقی ازش استفاده کردم و عاشقش شدم سیمهاش ظریفه و شاید حس کیفیت بالا رو القا نکنه اما کیفیت صدا و بیسی ک داره اجازه فکر کردن به نقایصش رو نمیده اگه موجود بشه بازم دوتاشو میخرم ولی اینبار واسه خودم نگه میدارم دوتاشو ,68,1
دو ساله خریدم نه از کیفیت صداش کم شده نه خراب شده خیلی راضیم ازش دو رنگشو دارم ولی آبی قشنگ تره ,84,1
این تبلت رو تقریبا 2 سال پیش به قیمت از دیجی کالا خریدم   واقعا فوق العاده هست و نمی دونم به قول یکی دیگه از دوستان چرا موجود نمیشه     البته اگر به همون قیمت قبلی عرضه بشه ارزش خرید بالایی دارد     در ضمن تبلت هنوز مثل روز اول کار می کنه حتی باتریش هم با توجه به مدت نسبتا زیاد کارکرد ضعیف نشده   خلاصه اینکه اگر پیداش کردید تا همین بازه قیمتی که در بالا عرض کردم   از دستش ندید   از دیجی کالا هم خواهشمندم به عنوان بزرگترین فروشگاه کشور پیگیری با شرکت سازنده این تبلت انجام بده و دوباره محصول رو برای فروش موجود کنید تا سایر دوستان هم از این تبلت خوب و ارزان قیمت بهره ببرند   ,76,1
درود من خیلی وقته دارمش اصلا خراب نشده که با توجه به ظاهر ضریفش خیلی عجیبه دوباره موجود بشه 10 تا میخرم ولی متاسفانه خیلی وقته ناموجوده وما همچنان منتظر ,80,1
من تا الان ده ها هندزفری خریدم و خراب شدن این هندزفری رو من دو سال پیش خریدم  از همین دیجی کالا  یعنی میتونم بگم بهترییییییییین هندزفری عمرم بود تا همین الان دارم ازش استفاده میکنم بعد از کلی مسافرت و این ور و اون ور  فصل های مختلف سرما گرما  حتی افتادنش توی آب فقط یکی از گوشی هاش بعد دوسال     تازه دو سه هفته پیش خراب شد یعنی واقعا بهترینه ای کاش بازم دیجی کالا ازش بیاره  هرچی از خوبیش بگم کم گفتم تازه توی گوش هم خوب قرار میگیره که نمیوفته همش  و اصلا مزاحمت ایجاد نمیکنه  به نظرم هیییییچ مشکلی نمیتونم براش پیدا کنم  عالی عالی عالی ,92,1
از وقتی با این قیمت این هندزفری رو خریدم فکرشم نمی کردم تا الان که شده 2 سال با این کیفیت و با این دوام به من جواب بده  با هندزفری های گرون تر مقایسه کردن مانند هندزفری اصلی یک گوشی آیفون و با جرات میگم این خیلی بهتر و با کیفیت تر بود اگر بازم موجود بشه بازم خرید می کنم از دیجی کالا همین  هندزفری را ,60,1
حدود دوسالی میشه دارم از این محصول استفاده می کنم  از هر نظر عالیه  اگر تو پیشنهاد شگفت انگیز قرار بگیره حتما دوباره میخرم  ,88,1
بسیار عالی و با کیفیت ,100,1
در مجموع تو این رنج قیمتی بهتر از این رو میشه خرید  تیغه ها زود کند شدن و آب میوه حاوی تفالس  ,12,2
من از دیجی نخرددم وحدود یکساله که دارمش  خیلی عالیه  ,100,1
دو ماه هست این دستگاه را تهیه کرده ام  دستگاه فوق العاده ای هست با اینکه تلویزیون بنده سامسونگ سری هشت هست ولی به راحتی با دستگاه مچ شد قیمتش به نسبت سینمای خانگی سامسونگ خیلی خیلی ارزانتر هست با تهیه کابل فیبر نوری صدا تی وی بدون هیچ تنظیمی از سینمای خانگی پخش میشود ,84,1
با سلام میخواستم از کسانی که این دستگاه رو خریداری کردند بپرسم که آیا روی دی وی دی مدل دستگاه درست خورده یا نه  مدل این دستگاه SC BTT 785 هست ولی روی دستگاه ما SA BTT785 خورده  می خواستم بدونم این عدم مغایرت برای همه هست یا نه   مرسی ,68,1
با استفاده اول که خوب بود در زمان باید دید ولی از محصولی که ساخت ژاپن روش نوشته ست فقط میشه کیفیت و طول عمر بالا انتظار داشت  زیباست  و امکانات روز اتو مانند ضد چکه قطع خودکار و   در آن وجود دارد  اگر می خواهید حس اطمینان و احترام به انتخاب داشته باشید این محصول ساخت ژاپن همان هست که دنبالش هستی  نکته منفی آن هم قیمتش هست  که البته نمایندگی آژند سرویس هم که گارانتی محصول هم با او هست قیمتش به همین میزان هست  ,88,1
سلام اونایی که میگن صداش بده اون لایه مشکیه پلاستیکی رو بردارن صداش چند برابر میشه ,60,1
سلام من پارسال خریدم کیفیت صدا خیلی خوبه اگه تلوزیونتون پاناسونیک باشه به صورت اتوماتیک باهاش ارتباط برقرار میکنه ولی متاسفانه تعداد محدودی از فرمتهای صوتی و تصویری اجرا می کنه رو اجرا می کنه ,48,1
تفکیک صدای خیلی خوبی داره  از لحاظ بیس ضعیف هستش  اگه دنبال بیس زیاد هستید مناسبتون نیست چون بیس پایین و نرمی داره  قیمتش تو تخفیف خوبه  با قیمت اصلیش زیاد مناسب نیست چون با اون قیمت گزینه های بهتری میشه خرید  سبک بودنش هم برای استفاده طولانی خیلی خوبه  به گوش فشار نمیاره و وقتی در حال فعالیت هستید از سرتون سر نمیخوره  موادی که برای ساختش استفاده شده با کیفیت هستن و حس خوبی در موقع استفاده میده  از سیم تخت و پهن تو ساختش استفاده شده که زیاد جالب نیست ولی قابل تحمله  ,84,1
به نسبت قیمتش واقعا خرید خوبی کردم فکر میکنم یک سالی گذشته از اون موقع و اصلا پشیمون نیستم هدفون خوبیه  برای محیط های ساکت بخرید واسه استفاده تو شلوغی اصلا مناسب نیست چون حجم صداش کمه  ,56,1
اگه هدفون ارزون میخوایید بخرید ,60,2
در کل بنظرم بهتره این رو نخرید و دنبال یه چیز با کیفیت تر باشید  ,72,2
بادوسوّم قیمت این ایرفون میشه یک ایرفون کریتیو گرفت که از هرنظر از پاناسونیک برتره  ,40,3
سلام  من تو پیشنهاد شگفت انگیز خریدم واقعا برای کارای سبک خیلی خوبه  بهترین مزیتشم قابلیت حملشه  صدای موتورش معمولیه و کیفیت ساختشم خوبه   ,64,1
این محصول رو تازه خریدم که خیلی جمع و جور  و قابل حمل در مسافرت است بسیار عالی کار می کنه با توجه به قیمتش فوق العادس و من کاملا راضیم مرسی از دیجی کالا که خیلی زود جنس رو به دستم رسوندن  ,72,1
زمانی که من این دستگاه رو از دیجی کالا گرفتم تو هیچ فروشگاهی موجود نبود به غیر از یه جا که اونم قیمتش بالا بود  الان 2 سال دارمش و از دیجی کالا ممنونم و به همه پیشنهاو میکنم که در صورت موجود کردن بخرن ,60,1
من چند روزه این هدفون رو خریدم    میتونم بگم این دستگاه فوق العاده است  هم از نظر کیفیت صدا و  نویز و هم سبکی دستگاه  قبلا یکی نمونه این رو داشتم که از برندهای بیکیفیت چینی بود ولی این هدفون با اون اصلا قابل قیاس نیست  ,100,1
بسیار هدفون راحت و سبک و صدای فوق العاده ای داره حتما پیشنهاد میکنم بخرید   دیجی جون من یکی دیگه میخوام   از بس بازاریابی کردم خواهشا موجودش کن حرف نداری  ,100,1
تازه به دستم رسید  کیفیتش در حدی که میترسی روی سر بزاری بشکنه    شاید جنس موادش خوب باشه ولی اصلاً به شما این حس رو منتقل نمیکنه بیشتر شبیه یک محصول فیک است قاب دور گوشی ها از پلاستیک تو خالی ساخته شده بند روی سر از دو طرف به دو عدد کش وصل شده که اصلا جالب نیست  من از خریدش راضی نیستم با هزینه بیشتر محصول با کیفیت تر مثل زانهایزر بگیرید بهتره ,56,2
سلام  یکی دو روز پیش این محصول را خریدم و برای من که کاربر معمولی هستم کیفیتش رضایت بخش و عالیه  و دلیوری هم خیلی خوب بود و اصلا  اذیت نشدم   و ممنون از دیجی کالا ,84,1
بسیار بد هست فکر میکردم بهتر باشه پیشنهاد نمیکنم  ,24,3
بعد از یک ماه استفاده خیلی بی دلیل صدای یکی از گوشی ها حدودا یک دهم حالت عادی شد  روی گوش خوب می ایسته اما واقعا خیلی توی ذوق خورد که انقد بیخودی خراب شد   128528  ,20,3
یکی از بدترین ارگونومی های موجود توی بازار  همون لحظه اول که گذاشتم تو گوشم پشیمون شدم از خریدش  اصلا توی گوش خوب جا نمیگیره ولی صداش خوبه ,36,3
سلام خواستم یه مقایسه کوچک کنم بین دو مورد مشابه از لحاظ سبک جایگیری در گوش  که کاملا داخل گوش نمی رود  مدل Philips SHS3200 رو خیلی وقته استفاده می کنم راستش از لحاظ ارگونومیکی این مدل را با کیفیت تر به نظرم رسید هر چند که مدل پاناسونیک قابل تغییر سایز هست اما یه حسی می گه انگار بیرون گوشت نزدیکه که بیفته در مقایسه با مدل فیلیپس که خوب در گوش می خوابد شاخک های فیلیپس انعطاف بیشتری نیز دارد در این رده به خصوص در این مدل دور گوشی که دیزاین ورزشی دارد   بیشتر دکمه برای تغییر صدا و یا تغییر آهنگ مد نظر هست که با آیپد نانو که امتحان کردم حتی موسیقی را نگه نداشت چه برسه به تغییر آهنگ با دو بار فشار دادن  بهتر بود این دکمه برای این دیوایس ها هم کارایی می داشت  با تبلت که امتحان کردم فقط آهنگ رو نگه می داشت  به هر حال  صدا رو هم که باهاش ضبط کردم برای تست میکروفن خیلی خش خش داشت  تو اتاق بودم اما انگار تو جنگل با وزش باد داشتم صدا ضبط می کردم حتی موقعی که هیچ حرف یا جریان بادی وجود نداشت در کل راضی هستم اما اگر خراب شود یا تصمیم به تهیه از این نوع بگیرم فیلیپس رو به این مدل پاناسونیک ترجیح می دهم اگر دنبال صدای قوی تر و بیشتر هستید خوبه ,84,1
من رنگ مشکی خریدم که در کمال تعجب سیمش خاکستری بود  خیلی راحته  کل روز تو گوشت باشه حالیت نمیشه کیفیت سیمش خیلی بده آدم هر لحظه منتظره پاره بشه یکم طول میکشه به نحوه تو گوش گذاشتنش عادت کنی بیسش خیلی خوب نیست اما برای آهنگ های ملو و آروم فوقالعاده هست اگه خیلی تو طول روز استفاده می کنید عالیه اصلا گوش رو اذیت نمی کنه اما اگه خیلی آهنگ گوش نمی دید فکر کنم هنذفری سنهایزر بهتر باشه ,68,1
اگر به دنبال بهترین هندزفری تا 300 هزار تومن  هستین  تو خرید این شک نکنید ,88,1
یکی از قابلیت های فوق العاده این محصول مکش فوق العاده آن است من که خیلی راضیم حتی خاک های گوشه دیوار رو جمع  میکنه ,76,1
نسبت به قیمتش خیلی خوبه من که ازش راضیم ,60,2
تفکیک صدا کاملا عالی بالانس بسیار خوبی بین بم و مید و لو داره بیس بیشتر از این ندیدم و تجربه نکردم حتی رو هدفون اچ دی 450 آنالیز صدا بالاست کمی تو بیس و بم تو ریتم صدای ووکال زیر شفافیتش کمتر میشه که برای هدفون های زیر پونصد طبیعی هست قدرت بالایی داره من رو لپتاپ بالای شونزده درصد اذیتم میکنه شانزده ها  نه شصت  اما رو گوشی شصت درصد کاملا مناسب هست رو آهنگ های لایت با ووکال مداوم  تا برهوت بالا میره کیفیت  بعضی هدفون ها برای گیم و بیس هستن  مثل رازر کراکن پرو بعضی برای ووکال و موزیک که شامل این مدل هست که الالن رو آمازون پنجاه دلار هست و مال دوهزار و چهارده البته الان هم ساخته میشه  البته قبلا هشتاد دلار بود و افت کرده ,96,1
اقا من این هدفون رو گرفتم اوایلش خیلی خوب کار میکرد   اکثر افرادی که میگن خوبه تازه خریدنش  بعد از مدتی حدودا 6 ماه این چرخ های اطرافش در میاد بعد صداش از یه طرف قطع میشه من که پشیمون شدم   پولم رو ریختم دور ,60,3
جمعه از دیجی سفارش دادم امروز به دستم رسید خیلی هدفون باکلاسیه کیفیت صداش خیلی خوبه و bass هم عالی مخصوصا برای اونی که موزیک سبک رپ و هیپ هاپ و متال و راک گوش میدن کلا برای موزیک گوش دادن خیلی خوبه وصداش بدون نویزه وفرکانس پاسخگویی هم که دیگه تو مشخصات فنی نوشته با این فرکانس همه صداهارو چه زیر چه بم میتونی بشنوی نسبت به قیمتش خیلی خوبه اگه در همین حد بودجه دارید و یه هدفون خوب برای موزیک گوش دادن میخواهید تو خریدنش شک نکنید تنها بدی که من دیدم اینه که وقتی زیاد میزاری رو سرت پد هاش عرق میکنه و یکم رو سر اذیت میکنه ولی اگه درحد یک ساعت باهاش کار کنی همچین حسی پیدا نمیکنی ,72,1
امروز به دستم رسید  علاوه بر مرتیال ساخت قویش و تنظیم سایز درجه ای اندازش  کیفیت صدا واقعا فوق العاده ای داره   شما هیچ هدفون دیگه ای با این سایز درایو و بازه ی پشتیبانی زیر سیصد هزارتومن در برند های دیگه ندارید  قطعا پیشنهادش میکنم ,76,1
کیفیت صدای خوبی داره  طراحی زیبا گوش رو هم اصلا اذیت نمیکنه ,64,2
خیلی عالیه  ولی تنها مشکلی که داره کوتاه بودن سیمشه که کسایی که مثل من موقع فیلم دیدن تا اون سر اتاق میرن به مشکل بر می خورن که اونم با یه کابل افزایش طول حل میشه وگرنه خیلی راحته و صداهای اطراف هم وقتی که صدا خیلی کمه میشنوین   من فقط برای فیلم دیدن و آهنگ گوش دادن خریدم ولی قطعن گوشی های خیلی بهتری برای بازی پیدا میشه ,88,1
خوب ابتدا از فعالین دی جی کالا تشکر میکنم   خوب من کارم ساخت صدا برای بازی ها هست و این هدفون گزینه مناسبی برای این کار هست و به دوستانی که تو این زمینه فعالیت دارن پیشنهاد میکنم چون متناسب با رنج قیمتی که هست بهترین گزینه است البته مدل هی akg هم خوب هستن ولی نه در این رنج قیمت  سبک موزیکی من گوشم میکنم متال   دث و دووم و   حس خوبیو به شما انتقال میده  البته در بخش موزیک های ار اند بی و هیپ هاپ هم پاسخ گویی خوبی داره  در کل گزینه خوبیه برای خرید تنها مشکل اینکه شاید حس گرما کنید تو تابستون همین که مهم نیس عرق نمیزنه فقط یه گرمای لطیف ,96,1
باتشکر  از دیجی کالا این کالا را من خریدم کیفیت صدا و ساخت خیلی عالی داره ولی اگر  کنترلر صدا و تعویض تراک داشت دیگه حرف نداشت و نسب به قیمتی که من خریدم با تخفیف ویژه ای که داشت خیلی عالیه ,60,1
من دو روزه این هدفون رو گرفتم  صدا رو کاملا به بیرون انتقال میده مخصوصا وقتی صدا رو زیادش کنی  ولی در مقایسه با 3 هدفونی که توی همین رنج قیمت دارم و تست کردم صداش از همشون بهتر بود ,76,2
سلام من خریدم ارزش نداره تبدیل که میخوره زیاد قطع میشه صدا ,60,3
از نظر بنده به هیچ عنوان ارزش خرید رو نداره ,8,3
دوستان دقت کنید به همراه این هدفون یک مبدل جک 3 5 میلیمتری ارائه شده است که محصول شرکت پاناسونیک نمیباشدو کیفیت پایینی داردو هنگامی که رابط 2 5 میلی متری را وارد این مبدل می کنید در جای خود محکم نمیشود و همین مسئله باعث قطع و وصلی صدا و افت کیفیت می شود  نکته دیگر اینکه هنگامیکه  این مبدل روی دستگاه شما قرار میگیرد و آن را در جیب می گذارید  با کمترین حرکتی از جای خود خارجی می شود و به دلیل حجم بیشتر راحتی شما را حتی در قدم زدن هنگامی که در جیب شماست می گیرد  و این مشکلات متاسفانه در نقد و بررسی اعلام نشده است  با تشکر از سایت خوب دی جی کالا  ,24,3
به نظرم کیفیت خوبی ندارد من دو هفته است خریدم عملا بلا استفاده است  ارتباط 3 5 و 2 5 همراه آن هم اصلا کیفیت خوبی نداشت در اولین بار استفاده شکست  وبا چسب و   درستش کردیم  ,36,3
اصلا کیفیت نداره صدای خیلی کپ و ضعیفی داره ,36,3
